"","reviewid","label"
"1076",21626,"on-u sound"
"1077",21777,"thrill jockey"
"1078",21790,"self-released"
"1079",21763,"daptone"
"1080",21763,"dunham"
"1081",21595,"jagjaguwar"
"1082",21538,"sub pop"
"1083",21537,"tapete"
"1084",21593,"crush"
"1085",21789,"atlantic"
"1086",21551,"warp"
"1087",21660,"barsuk"
"1088",21660,"city slang"
"1089",21710,"record company ten"
"1090",21710,"kemosabe"
"1091",21764,"rca"
"1092",21754,"mute"
"1093",21754,"monkeytown"
"1094",21788,"self-released"
"1095",21629,"yellow k"
"1096",21652,"milan"
"1097",21686,"temporary residence"
"1098",21761,"rj's electrical connections"
"1099",21740,"odd future"
"1100",21535,"firehouse 12"
"1101",21746,"felte"
"1102",21656,"emi"
"1103",21685,"profound lore"
"1104",21625,"lustwerk music"
"1105",21702,"hyperdub"
"1106",21641,"editions mego"
"1107",21712,"self-released"
"1108",21759,"saddle creek"
"1109",21664,"awful"
"1110",21745,"third man"
"1111",21737,"young turks"
"1112",21518,"ecm"
"1113",21683,"vroom vroom recordings"
"1114",21738,"luckyme"
"1115",21773,"self-released"
"1116",21615,"ghostly"
"1117",21707,"warner bros."
"1118",21550,"the orchard"
"1119",21550,"c'mon lets drift"
"1120",21550,"maplemusic"
"1121",21550,"membran"
"1122",21550,"caroline"
"1123",21730,"mom & pop"
"1124",21684,"neurot"
"1125",21727,"moshi moshi"
"1126",21647,"interscope"
"1127",21672,"relapse"
"1128",21739,"ivy league"
"1129",21614,"trekkie trax"
"1130",21617,"mello music group"
"1131",21591,"drag city"
"1132",21646,"sacred bones"
"1133",21692,"chapter music"
"1134",21650,"slumberland"
"1135",21640,"relapse"
"1136",21590,"ignition"
"1137",21590,"first international"
"1138",21736,"self-released"
"1139",21605,"matador"
"1140",21670,"numero group"
"1141",21753,"no quarter"
"1142",21588,"columbia"
"1143",21588,"legacy"
"1144",21549,"glorious dead"
"1145",21666,"bar/none"
"1146",21632,"light in the attic"
"1147",21606,"halocline trance"
"1148",21509,"astralwerks"
"1149",21631,"thrill jockey"
"1150",21713,"bruiser brigade"
"1151",21630,"disposable america"
"1152",21630,"gawk"
"1153",21616,"styles upon styles"
"1154",21731,"static shock"
"1155",21731,"wilsuns rc"
"1156",21668,"warp"
"1157",21711,"awesome tapes from africa"
"1158",21658,"sad cactus"
"1159",21612,"erased tapes"
"1160",21563,"domino"
"1161",21667,"xl"
"1162",21644,"merge"
"1163",21642,"tough love"
"1164",21642,"exploding in sound"
"1165",21642,"brace yourself"
"1166",21691,"4ad"
"1167",21586,"loma vista"
"1168",21555,"hyperdub"
"1169",21669,"counter records"
"1170",21546,"moniker"
"1171",21655,"western vinyl"
"1172",21665,"burger"
"1173",21706,"def jam"
"1174",21443,"b3sci"
"1175",21651,"shake it"
"1176",21659,"young art"
"1177",21705,"top dawg entertainment"
"1178",21526,"mom & pop"
"1179",21643,"srfschl"
"1180",21486,"grand jury"
"1181",21623,"flying nun"
"1182",21623,"ba da bing!"
"1183",21527,"pias"
"1184",21527,"moshi moshi"
"1185",21603,"nacional"
"1186",21415,"ribbon music"
"1187",21648,"kiam"
"1188",21624,"ghostly"
"1189",21575,"emi"
"1190",21682,"play it again sam"
"1191",21569,"paper bag"
"1192",21534,"rvng intl."
"1193",21613,"burnt toast vinyl"
"1194",21613,"big scary monsters"
"1195",21561,"legacy"
"1196",21574,"pias"
"1197",21622,"sub pop"
"1198",21512,"friends of friends"
"1199",21610,"20 buck spin"
"1200",21558,"parlophone"
"1201",21585,"software"
"1202",21583,"polyvinyl"
"1203",21582,"mello music group"
"1204",21661,"2mr"
"1205",21663,"4ad"
"1206",21573,"alleviated"
"1207",21600,"g.o.o.d. music"
"1208",21408,"mexican summer"
"1209",21621,"victor"
"1210",21510,"saddle creek"
"1211",21604,"fool's gold"
"1212",21567,"mam"
"1213",21611,"fade to mind"
"1214",21639,"alligator"
"1215",21504,"self-released"
"1216",21609,"egghunt"
"1217",21453,"club ac30"
"1218",21572,"dfa"
"1219",21570,"cantaloupe"
"1220",21412,"interscope"
"1221",21412,"dirty hit"
"1222",21544,"motown"
"1223",21619,"domino"
"1224",21435,"smalltown supersound"
"1225",21657,"self-released"
"1226",21548,"legacy"
"1227",21607,"hot"
"1228",21607,"vagrant"
"1229",21560,"bloodshot"
"1230",21608,"sick wid it"
"1231",21620,"help yourself"
"1232",21439,"atlantic"
"1233",21602,"epic"
"1234",21638,"self-released"
"1235",21452,"dine alone"
"1236",21559,"border community"
"1237",21601,"american"
"1238",21601,"hollywood"
"1239",21470,"duophonic"
"1240",21466,"carpark"
"1241",21545,"deathwish"
"1242",21571,"planet mu"
"1243",21571,"timesig"
"1244",21339,"rough trade"
"1245",21339,"caldo verde"
"1246",21557,"burger"
"1247",21523,"barsuk"
"1248",21414,"rvng intl."
"1249",21467,"drag city"
"1250",21599,"captured tracks"
"1251",21017,"thrill jockey"
"1252",21568,"anti-"
"1253",21495,"island"
"1254",21508,"suicide squeeze"
"1255",21580,"!k7"
"1256",21525,"merge"
"1257",21566,"western vinyl"
"1258",21533,"tri angle"
"1259",21564,"moraine music group"
"1260",21333,"domino"
"1261",21398,"golf channel"
"1262",21465,"sub pop"
"1263",21556,"nonesuch"
"1264",21581,"self-released"
"1265",21542,"def jam"
"1266",21542,"g.o.o.d. music"
"1267",21543,"spiritual pajamas"
"1268",21494,"international feel"
"1269",21419,"new amsterdam"
"1270",21524,"battleground"
"1271",21565,"atlantic"
"1272",21598,"self-released"
"1273",21492,"broken world media"
"1274",21492,"standard brickhouse"
"1275",21531,"exploding in sound"
"1276",21493,"smallville"
"1277",21578,"epic"
"1278",21578,"free bandz"
"1279",21522,"sad cactus"
"1280",21532,"all city"
"1281",21468,"cooking vinyl"
"1282",21468,"thirty tigers"
"1283",21577,"driftless"
"1284",21410,"universal"
"1285",21507,"run for cover"
"1286",21554,"self-released"
"1287",21529,"the ajna offensive"
"1288",21413,"third man"
"1289",21579,"atlantic"
"1290",21579,"300 entertainment"
"1291",21511,"vagrant"
"1292",21530,"r&s"
"1293",21463,"blue note"
"1294",21521,"sony"
"1295",21521,"sign of the times"
"1296",21514,"domino"
"1297",21520,"self-released"
"1298",21485,"captured tracks"
"1299",21515,"on-u sound"
"1300",21516,"dfa"
"1301",21553,"virgin"
"1302",21553,"emi"
"1303",21409,"virgin"
"1304",21482,"ba da bing!"
"1305",21451,"paradise of bachelors"
"1306",21539,"r&s"
"1307",21287,"atlantic"
"1308",21287,"bread winners' association"
"1309",21513,"city slang"
"1310",21552,"loma vista"
"1311",21464,"rad cult"
"1312",21484,"bloodshot"
"1313",21499,"cherry red"
"1314",21502,"atlantic"
"1315",21541,"self-released"
"1316",21469,"king creative"
"1317",21528,"pow recordings"
"1318",21462,"captured tracks"
"1319",21506,"warner bros."
"1320",21506,"ovo sound"
"1321",21483,"memphis industries"
"1322",21498,"relapse"
"1323",21519,"other people"
"1324",21540,"roc nation"
"1325",21540,"westbury road"
"1326",21472,"highway 20"
"1327",21517,"fader"
"1328",21459,"polydor"
"1329",21459,"outsiders"
"1330",21437,"on-u sound"
"1331",21480,"quality control"
"1332",21471,"fat possum"
"1333",21450,"dynamic tension"
"1334",21382,"merge"
"1335",21456,"house of mythology"
"1336",21481,"rca"
"1337",21461,"light in the attic"
"1338",21479,"bella union"
"1339",21433,"superball music"
"1340",21489,"run for cover"
"1341",21384,"vagrant"
"1342",21384,"bmg"
"1343",21384,"infectious"
"1344",21449,"ipecac"
"1345",21335,"tri angle"
"1346",21383,"woodsist"
"1347",21396,"jazzy couscous"
"1348",21396,"les disques mystiques"
"1349",21460,"columbia"
"1350",21310,"city slang"
"1351",21407,"light in the attic"
"1352",21381,"gqom oh!"
"1353",21444,"captured tracks"
"1354",21497,"matador"
"1355",21441,"sub pop"
"1356",21473,"drag city"
"1357",21445,"double double whammy"
"1358",21438,"sacred bones"
"1359",21487,"rca"
"1360",21476,"rca"
"1361",21478,"rca"
"1362",21477,"rca"
"1363",21488,"rca"
"1364",21496,"free bandz"
"1365",21442,"linear labs"
"1366",21448,"self-released"
"1367",21457,"gangsta grillz"
"1368",21440,"felder"
"1369",21440,"dilly recordz"
"1370",21475,"columbia"
"1371",21380,"frenchkiss"
"1372",21417,"suede limited"
"1373",21400,"jetset"
"1374",21458,"drag city"
"1375",21434,"drag city"
"1376",21406,"thrill jockey"
"1377",21490,"self-released"
"1378",21436,"fat possum"
"1379",21436,"without consent"
"1380",21455,"4ad"
"1381",21455,"glassnote"
"1382",21428,"matador"
"1383",21345,"esp-disk"
"1384",21454,"jagjaguwar"
"1385",21420,"care of editions"
"1386",21431,"2mr"
"1387",21402,"warp"
"1388",21403,"self-released"
"1389",21422,"self-released"
"1390",21430,"self-released"
"1391",21432,"relapse"
"1392",21397,"self-released"
"1393",21423,"moe"
"1394",21426,"self-released"
"1395",21347,"relapse"
"1396",21429,"run for cover"
"1397",21394,"mass appeal"
"1398",21388,"wharf cat"
"1399",21421,"plus 8"
"1400",21395,"nuclear blast"
"1401",21446,"dreamville"
"1402",21392,"self-released"
"1403",21391,"alleviated"
"1404",21418,"domino"
"1405",21425,"lightning cola"
"1406",21393,"leaving"
"1407",21387,"empire"
"1408",21387,"obe"
"1409",21387,"steel wool"
"1410",21387,"art club"
"1411",21399,"joy void"
"1412",21405,"strictly rhythm"
"1413",21447,"twelves"
"1414",21389,"single lock"
"1415",21353,"npg"
"1416",21378,"vate"
"1417",21386,"self-released"
"1418",21330,"northern spy"
"1419",21404,"safe trip"
"1420",21332,"columbia"
"1421",21332,"rca"
"1422",21332,"iso"
"1423",21355,"glo gang"
"1424",21370,"roc nation"
"1425",21424,"self-released"
"1426",21385,"earth"
"1427",21351,"republic"
"1428",21377,"wild oats"
"1429",21416,"interscope"
"1430",21416,"dreamville"
"1431",21368,"sonic cathedral"
"1432",21350,"ecm"
"1433",21369,"third man"
"1434",21369,"decca"
"1435",21343,"mom & pop"
"1436",21341,"def jam"
"1437",21348,"self-released"
"1438",21338,"iron lung"
"1439",21337,"def jam"
"1440",21337,"g.o.o.d. music"
"1441",21328,"creation"
"1442",21349,"self-released"
"1443",21331,"other people"
"1444",21352,"milan"
"1445",21326,"xl"
"1446",21326,"true panther"
"1447",21329,"letter racer"
"1448",20947,"grnland"
"1449",21342,"fortuna pop!"
"1450",21296,"honest jon's"
"1451",21179,"abraxan hymns"
"1452",21344,"maybach/warner bros."
"1453",21312,"bgsw"
"1454",21308,"mass appeal"
"1455",21325,"rca"
"1456",21340,"def jam"
"1457",21336,"matador"
"1458",21324,"spinning top"
"1459",21256,"rvng intl."
"1460",21327,"leaving"
"1461",21305,"rca"
"1462",21317,"universal"
"1463",21317,"polydor"
"1464",21309,"rough trade"
"1465",21297,"scissor tail"
"1466",21313,"schwebung"
"1467",21306,"columbia"
"1468",21289,"domino"
"1469",21307,"burger"
"1470",21283,"no quarter"
"1471",21280,"editions syliphone conakry"
"1472",21321,"atlantic"
"1473",21321,"parlophone"
"1474",21292,"warner bros."
"1475",21292,"ovo sound"
"1476",21265,"universal"
"1477",21318,"fractal fantasy"
"1478",21322,"erased tapes"
"1479",21286,"southern lord"
"1480",21235,"believe digital it"
"1481",21228,"def jam"
"1482",21263,"20 buck spin"
"1483",20996,"following is leading"
"1484",21212,"numbers"
"1485",21302,"planet mu"
"1486",21259,"young god"
"1487",21281,"def jam"
"1488",21293,"self-released"
"1489",21319,"self-released"
"1490",21209,"soulection"
"1491",21294,"pc music"
"1492",21269,"ubiquity"
"1493",21304,"drag city"
"1494",21295,"goner"
"1495",21315,"rca"
"1496",21245,"domino"
"1497",21320,"self-released"
"1498",21288,"decks"
"1499",21158,"verve"
"1500",21301,"rough trade"
"1501",21270,"luaka bop"
"1502",21250,"nonesuch"
"1503",21208,"thrill jockey"
"1504",21279,"warner bros."
"1505",21169,"brainfeeder"
"1506",21299,"smalltown supersound"
"1507",21201,"at a loss"
"1508",21134,"dark descent"
"1509",21246,"xl"
"1510",21275,"spacebomb"
"1511",21240,"brainfeeder"
"1512",21258,"dekmantel"
"1513",21242,"prosthetic"
"1514",21164,"def jam"
"1515",21274,"esgn"
"1516",21300,"wondercore island"
"1517",21237,"warner bros."
"1518",21233,"students of decay"
"1519",21213,"nonesuch"
"1520",21189,"drag city"
"1521",21277,"janus"
"1522",21159,"self-released"
"1523",21239,"mello music group"
"1524",21231,"mute"
"1525",21221,"hyperdub"
"1526",21216,"def jam"
"1527",21285,"s.m."
"1528",21241,"light in the attic"
"1529",21248,"def jam"
"1530",21163,"polydor"
"1531",21163,"pmr"
"1532",21135,"city slang"
"1533",21135,"other music"
"1534",21255,"sick wid it"
"1535",21141,"fire"
"1536",20916,"atlantic"
"1537",21261,"painbow"
"1538",21225,"break world"
"1539",21247,"def jam"
"1540",20588,"three lobed"
"1541",21218,"legacy"
"1542",21271,"fresh young minds"
"1543",21271,"empire"
"1544",21217,"room40"
"1545",21266,"columbia"
"1546",21273,"self-released"
"1547",21157,"universal"
"1548",21109,"xl"
"1549",21109,"terrible"
"1550",21215,"javotti"
"1551",21215,"jamla"
"1552",21205,"cantaloupe"
"1553",21276,"relapse"
"1554",21253,"warp"
"1555",21254,"bayonet"
"1556",21272,"epic"
"1557",21272,"bad boy"
"1558",21203,"numero group"
"1559",21252,"island"
"1560",21252,"fiction"
"1561",21252,"iamsound"
"1562",21264,"4ad"
"1563",21267,"mexican summer"
"1564",21207,"neurot"
"1565",21188,"turnstile"
"1566",21249,"new damage"
"1567",21108,"warp"
"1568",21232,"self-released"
"1569",21142,"northern spy"
"1570",21229,"xl"
"1571",21133,"rer"
"1572",21133,"northern spy"
"1573",21133,"fish of milk"
"1574",21214,"island"
"1575",21262,"self-released"
"1576",21092,"warner bros."
"1577",21132,"cinematic"
"1578",21132,"pro era"
"1579",21191,"triple crown"
"1580",21178,"columbia"
"1581",21178,"legacy"
"1582",21053,"polyvinyl"
"1583",21180,"interscope"
"1584",21180,"cherrytree"
"1585",21243,"cosmica"
"1586",21260,"6131"
"1587",21220,"atlantic"
"1588",21124,"in the red"
"1589",21177,"eremite"
"1590",21193,"northern spy"
"1591",21131,"new amsterdam"
"1592",21110,"luaka bop"
"1593",21110,"pluto"
"1594",21139,"columbia"
"1595",21251,"self-released"
"1596",21056,"third man"
"1597",21204,"don giovanni"
"1598",21161,"4ad"
"1599",21100,"optimo music"
"1600",21162,"anticon"
"1601",21154,"black market activities"
"1602",21176,"blackest ever black"
"1603",21226,"atlantic"
"1604",21226,"w.a.v.e. recordings"
"1605",21121,"matador"
"1606",21175,"abduction"
"1607",21130,"rvng intl."
"1608",21128,"riverboat"
"1609",21156,"vintage vibez music group"
"1610",21120,"dark entries"
"1611",21187,"hausu mountain"
"1612",21223,"dekmantel"
"1613",21151,"forcefield"
"1614",21155,"bangyahead!"
"1615",21147,"atlantic"
"1616",21147,"because music"
"1617",21147,"neon gold"
"1618",21119,"columbia"
"1619",21081,"tri angle"
"1620",21206,"team love"
"1621",21096,"sub pop"
"1622",21096,"up"
"1623",21055,"fire"
"1624",21143,"profound lore"
"1625",21196,"planet mu"
"1626",21183,"touch"
"1627",21091,"domino"
"1628",21224,"self-released"
"1629",21222,"erased tapes"
"1630",21106,"spinefarm"
"1631",21211,"esp institute"
"1632",21182,"warp"
"1633",21173,"dine alone"
"1634",21098,"light in the attic"
"1635",21153,"cinematic"
"1636",21153,"machine entertainment"
"1637",21153,"150 dream team"
"1638",21174,"thrill jockey"
"1639",21125,"jade tree"
"1640",20980,"paradise of bachelors"
"1641",20859,"collect"
"1642",21126,"sacred bones"
"1643",21200,"bindrune"
"1644",21200,"nordvis"
"1645",21097,"drag city"
"1646",21117,"columbia"
"1647",21089,"one little indian"
"1648",21195,"prncipe discos"
"1649",21152,"deathwish"
"1650",21197,"sub pop"
"1651",21181,"downtown"
"1652",21172,"columbia"
"1653",21116,"kemado"
"1654",21116,"mexican summer"
"1655",21171,"relapse"
"1656",20903,"entertainment one"
"1657",20903,"blood money"
"1658",21198,"bmg"
"1659",21198,"echo"
"1660",21013,"numero group"
"1661",21148,"xl"
"1662",21149,"neurot"
"1663",21041,"transgressive"
"1664",21041,"mom & pop"
"1665",21202,"self-released"
"1666",21199,"ruby yacht"
"1667",21199,"the order label"
"1668",21150,"warner music group"
"1669",21054,"relapse"
"1670",21194,"matador"
"1671",21088,"eskimo"
"1672",21018,"hyperdub"
"1673",21032,"slumberland"
"1674",21052,"northern heritage"
"1675",21052,"no solace"
"1676",21039,"4ad"
"1677",21083,"ato"
"1678",21186,"season of mist"
"1679",20979,"weathermaker"
"1680",21113,"hyperdub"
"1681",21086,"rock action"
"1682",21085,"partisan"
"1683",21114,"kit"
"1684",21051,"pan"
"1685",21185,"circle star"
"1686",21137,"capitol"
"1687",21038,"warner bros."
"1688",21138,"domino"
"1689",21095,"kranky"
"1690",21080,"entertainment one"
"1691",20432,"warp"
"1692",20432,"cherry coffee"
"1693",20966,"hardly art"
"1694",21105,"ropeadope"
"1695",20965,"fat cat"
"1696",21020,"further"
"1697",21060,"bmg"
"1698",21060,"rhythm nation"
"1699",21115,"ume"
"1700",21115,"t-boy"
"1701",21028,"concord"
"1702",21028,"mpl"
"1703",21082,"secret songs"
"1704",21078,"software"
"1705",21042,"warner bros."
"1706",21042,"ghost ramp"
"1707",21044,"downtown"
"1708",21029,"rough trade"
"1709",21079,"eerie organization"
"1710",21050,"dfa"
"1711",21145,"mass appeal"
"1712",21140,"warp"
"1713",21122,"atlantic"
"1714",21019,"suicide squeeze"
"1715",21048,"fastcut"
"1716",21022,"anti-"
"1717",21166,"epic"
"1718",21066,"parlophone"
"1719",21094,"top dawg entertainment"
"1720",20975,"bella union"
"1721",21043,"300 entertainment"
"1722",21107,"age 101"
"1723",21077,"dais records"
"1724",20914,"nuclear blast"
"1725",21065,"anti-"
"1726",21035,"third man"
"1727",20950,"i u she"
"1728",20995,"drag city"
"1729",21068,"hospital productions"
"1730",20854,"new amsterdam"
"1731",21104,"glassnote"
"1732",21104,"virgin emi"
"1733",20893,"epic"
"1734",21037,"epitaph"
"1735",21129,"stroboscopic artefacts"
"1736",21049,"bbmg"
"1737",21034,"island"
"1738",21101,"pax-am"
"1739",21030,"palto flats"
"1740",20998,"rpm msc"
"1741",21076,"self-released"
"1742",21099,"self-released"
"1743",21075,"grand hustle"
"1744",21009,"graveface"
"1745",21059,"self-released"
"1746",21069,"rough trade"
"1747",21102,"cash money"
"1748",21102,"epic"
"1749",20978,"4ad"
"1750",21014,"ninja tune"
"1751",20892,"dischord"
"1752",20892,"desoto"
"1753",21073,"sacred bones"
"1754",20840,"matador"
"1755",21036,"mute"
"1756",20949,"mexican summer"
"1757",21072,"dropping gems"
"1758",21031,"western vinyl"
"1759",21033,"interscope"
"1760",21064,"nonesuch"
"1761",20987,"deutsche grammophon"
"1762",21084,"critical"
"1763",20954,"self-released"
"1764",20825,"domino"
"1765",20960,"dogfood"
"1766",20960,"!k7"
"1767",21074,"def jam"
"1768",21046,"don giovanni"
"1769",20994,"iron lung"
"1770",21047,"fat possum"
"1771",20890,"ogm"
"1772",21015,"kompakt"
"1773",21024,"drag city"
"1774",21027,"firehouse 12"
"1775",21016,"epic"
"1776",21067,"self-released"
"1777",21002,"tender loving empire"
"1778",21008,"caldo verde"
"1779",21008,"discolexique"
"1780",21007,"family vineyard"
"1781",20913,"constellation"
"1782",21058,"cargo"
"1783",21058,"red eye"
"1784",21006,"mmi / crystal math music"
"1785",20880,"pole"
"1786",21011,"western vinyl"
